dataset,rep,term,beta_ij,vertex_gap_fitted,predicts_interior_optimum
porto,26,lr*xgb,0.04712345406866614,0.035448645046039506,True
porto,26,gnb*knn,0.0752498195235829,0.02873384648504096,True
porto,26,gnb*rf,0.010546578257596306,0.02707049133528494,False
porto,26,gnb*xgb,0.055516620826205454,0.0032345990882641784,True
porto,26,knn*rf,0.0524365830334248,0.0558043378203259,False
porto,26,knn*xgb,0.06807300507000014,0.02549924739677678,True
porto,26,rf*xgb,0.04227428245311016,0.03030509042354912,True
porto,27,lr*gnb,0.011241034238426706,0.03205201671933422,False
porto,27,lr*knn,0.07066148070308653,0.05676958751155947,True
porto,27,lr*rf,0.02322056538106554,0.006216164829988657,True
porto,27,lr*xgb,0.04782591740180819,0.035333503067692784,True
porto,27,gnb*knn,0.08011588764455602,0.024717570792225252,True
porto,27,gnb*rf,0.015980932607820297,0.025835851889345562,False
porto,27,gnb*xgb,0.05463589692300208,0.0032814863483585643,True
porto,27,knn*rf,0.05691542770699165,0.050553422681570814,True
porto,27,knn*xgb,0.07016242393291151,0.021436084443866688,True
porto,27,rf*xgb,0.04431796023908996,0.029117338237704127,True
porto,28,lr*gnb,-0.003119979436506437,0.028571149406362517,False
porto,28,lr*knn,0.06363081142110255,0.05263574299635454,True
porto,28,lr*rf,0.019301621247078682,0.0028893774771541203,True
porto,28,lr*xgb,0.044581942619332904,0.03204552407538486,True
porto,28,gnb*knn,0.07266523789609924,0.024064593589992023,True
porto,28,gnb*rf,0.005194062497763219,0.025681771929208397,False
porto,28,gnb*xgb,0.049606854753165064,0.00347437466902234,True
porto,28,knn*rf,0.05125972925162725,0.04974636551920042,True
porto,28,knn*xgb,0.06867362898228009,0.020590218920969683,True
porto,28,rf*xgb,0.04132022650922362,0.029156146598230737,True
porto,29,lr*gnb,-0.008399029212255937,0.03479895798421062,False
porto,29,lr*knn,0.06309090887738693,0.061252249941452286,True
porto,29,lr*rf,0.017448624448874184,0.0013140539049257827,True
porto,29,lr*xgb,0.04594383988370476,0.027569195752139564,True
porto,29,gnb*knn,0.06603389632433188,0.026453291957241665,True
porto,29,gnb*rf,-0.0014669990957099088,0.03348490407928484,False
porto,29,gnb*xgb,0.03380117733040011,0.0072297622320710575,True
porto,29,knn*rf,0.0525338532262557,0.0599381960365265,False
porto,29,knn*xgb,0.07033056205860679,0.03368305418931272,True
porto,29,rf*xgb,0.04182773572894005,0.02625514184721378,True
uci_credit,0,lr*gnb,0.08273299815142598,0.06327650757037939,True
uci_credit,0,lr*knn,0.05689183668871439,0.03836689697607265,True
uci_credit,0,lr*rf,0.07438200910777348,0.06329435059109412,True
uci_credit,0,lr*xgb,0.09282555393130676,0.04309317086314457,True
uci_credit,0,gnb*knn,0.07774851201202981,0.10164340454645204,False
uci_credit,0,gnb*rf,0.1106446077832759,0.1265708581614735,False
uci_credit,0,gnb*xgb,0.13826366617487817,0.10636967843352396,True
uci_credit,0,knn*rf,0.036460797763071984,0.024927453615021467,True
uci_credit,0,knn*xgb,0.06006569538386189,0.004726273887071919,True
uci_credit,0,rf*xgb,0.02677442807802377,0.020201179727949548,True
uci_credit,1,lr*gnb,0.07791781023986727,0.057254842137406725,True
uci_credit,1,lr*knn,0.05605515875823086,0.03463187046730776,True
uci_credit,1,lr*rf,0.07308017773289543,0.06089112379545025,True
uci_credit,1,lr*xgb,0.08898003323027259,0.040113395516298445,True
uci_credit,1,gnb*knn,0.0758889499584301,0.09188671260471448,False
uci_credit,1,gnb*rf,0.10408237709241308,0.11814596593285698,False
uci_credit,1,gnb*xgb,0.13349618484045922,0.09736823765370517,True
uci_credit,1,knn*rf,0.037676953192357754,0.026259253328142496,True
uci_credit,1,knn*xgb,0.06006042936139194,0.0054815250489906875,True
uci_credit,1,rf*xgb,0.027782970356718284,0.020777728279151808,True
uci_credit,2,lr*gnb,0.09173451767395635,0.06314443015322324,True
uci_credit,2,lr*knn,0.055686186011974975,0.03637071494735289,True
uci_credit,2,lr*rf,0.07257371252775702,0.06105262584556903,True
uci_credit,2,lr*xgb,0.08960964070738786,0.041072781226694666,True
uci_credit,2,gnb*knn,0.08492827612970077,0.09951514510057613,False
uci_credit,2,gnb*rf,0.11047798695037403,0.12419705599879227,False
uci_credit,2,gnb*xgb,0.14207584232218295,0.1042172113799179,True
uci_credit,2,knn*rf,0.04069162293791195,0.02468191089821614,True
uci_credit,2,knn*xgb,0.06223819542064325,0.004702066279341777,True
uci_credit,2,rf*xgb,0.02957470922868799,0.019979844618874365,True
uci_credit,3,lr*gnb,0.0683418931298273,0.06381697210806037,True
uci_credit,3,lr*knn,0.060995204531917424,0.03295800057895393,True
uci_credit,3,lr*rf,0.07547351806260882,0.06225817175745507,True
uci_credit,3,lr*xgb,0.09030542537751085,0.04378395258797607,True
uci_credit,3,gnb*knn,0.07372619067252262,0.0967749726870143,False
uci_credit,3,gnb*rf,0.09950191046515167,0.12607514386551544,False
uci_credit,3,gnb*xgb,0.12660856538286513,0.10760092469603644,True
uci_credit,3,knn*rf,0.040256846294272064,0.029300171178501144,True
uci_credit,3,knn*xgb,0.06199372944914687,0.010825952009022144,True
uci_credit,3,rf*xgb,0.028231441602915464,0.018474219169479,True
uci_credit,4,lr*gnb,0.07329204914206044,0.05302702324367592,True
uci_credit,4,lr*knn,0.056306358060143724,0.03554962693353736,True
uci_credit,4,lr*rf,0.07317818136919607,0.06177093724397109,True
uci_credit,4,lr*xgb,0.08667855647450251,0.04096109449480201,True
uci_credit,4,gnb*knn,0.06968345198586023,0.08857665017721328,False
uci_credit,4,gnb*rf,0.09352204770973782,0.11479796048764701,False
uci_credit,4,gnb*xgb,0.12236763796721561,0.09398811773847793,True
uci_credit,4,knn*rf,0.038690357795601704,0.026221310310433732,True
uci_credit,4,knn*xgb,0.058798808753660586,0.005411467561264649,True
uci_credit,4,rf*xgb,0.027116548232385185,0.020809842749169083,True
uci_credit,5,lr*gnb,0.07108552386658706,0.04802918926522193,True
uci_credit,5,lr*knn,0.05511963568037387,0.030705445063625936,True
uci_credit,5,lr*rf,0.0725815852038777,0.05966008331071726,True
uci_credit,5,lr*xgb,0.08733774231703628,0.03952873717260719,True
uci_credit,5,gnb*knn,0.06784767842096429,0.07873463432884786,False
uci_credit,5,gnb*rf,0.09571192777139526,0.10768927257593919,False
uci_credit,5,gnb*xgb,0.11703480088820517,0.08755792643782911,True
uci_credit,5,knn*rf,0.04019919019925511,0.028954638247091324,True
uci_credit,5,knn*xgb,0.06030910166502998,0.008823292108981251,True
uci_credit,5,rf*xgb,0.02682555099641526,0.020131346138110073,True
uci_credit,6,lr*gnb,0.06563241448501561,0.0524938680309438,True
uci_credit,6,lr*knn,0.06105866964131307,0.03631607272846371,True
uci_credit,6,lr*rf,0.07739877242992965,0.061471028503014224,True
uci_credit,6,lr*xgb,0.08995691714938703,0.04085055705612206,True
uci_credit,6,gnb*knn,0.06726757241823256,0.08880994075940751,False
uci_credit,6,gnb*rf,0.10024096913712266,0.11396489653395803,False
uci_credit,6,gnb*xgb,0.1250429053821529,0.09334442508706586,True
uci_credit,6,knn*rf,0.04051230117931759,0.025154955774550514,True
uci_credit,6,knn*xgb,0.05997033302453687,0.00453448432765835,True
uci_credit,6,rf*xgb,0.02655611372259159,0.020620471446892163,True
uci_credit,7,lr*gnb,0.0916017763259655,0.06014685395672481,True
uci_credit,7,lr*knn,0.05187990607159709,0.03634933540008234,True
uci_credit,7,lr*rf,0.06839130981215036,0.06001287953500278,True
uci_credit,7,lr*xgb,0.07810158439465953,0.04223141082551629,True
uci_credit,7,gnb*knn,0.0851031615309692,0.09649618935680715,False
uci_credit,7,gnb*rf,0.11185846000667499,0.1201597334917276,False
uci_credit,7,gnb*xgb,0.1347700921022087,0.1023782647822411,True
uci_credit,7,knn*rf,0.036340549742493566,0.023663544134920445,True
uci_credit,7,knn*xgb,0.053395747600799015,0.0058820754254339525,True
uci_credit,7,rf*xgb,0.024235604189277726,0.017781468709486492,True
uci_credit,8,lr*gnb,0.069389891670663,0.05552891844734409,True
uci_credit,8,lr*knn,0.056230828658949766,0.03553854579691751,True
uci_credit,8,lr*rf,0.07100119960624729,0.05873967522581047,True
uci_credit,8,lr*xgb,0.08719227431395149,0.04079138350854139,True
uci_credit,8,gnb*knn,0.06426287287866628,0.0910674642442616,False
uci_credit,8,gnb*rf,0.09002690200767527,0.11426859367315456,False
uci_credit,8,gnb*xgb,0.12123164849187984,0.09632030195588548,True
uci_credit,8,knn*rf,0.037485064524709566,0.023201129428892964,True
uci_credit,8,knn*xgb,0.05807640659531291,0.005252837711623881,True
uci_credit,8,rf*xgb,0.026756666791306838,0.017948291717269083,True
uci_credit,9,lr*gnb,0.08094083535845098,0.06199832757520285,True
uci_credit,9,lr*knn,0.05179261338947255,0.03327090682184275,True
uci_credit,9,lr*rf,0.06914436551288783,0.05877509563584815,True
uci_credit,9,lr*xgb,0.08525469450170697,0.03964994452665571,True
uci_credit,9,gnb*knn,0.07395814731145633,0.0952692343970456,False
uci_credit,9,gnb*rf,0.0983986228055036,0.120773423211051,False
uci_credit,9,gnb*xgb,0.125809117519893,0.10164827210185856,True
uci_credit,9,knn*rf,0.03873228852176758,0.025504188814005402,True
uci_credit,9,knn*xgb,0.06091097341825384,0.006379037704812962,True
uci_credit,9,rf*xgb,0.027127576836738054,0.01912515110919244,True
uci_credit,10,lr*gnb,0.08984121716664645,0.07357124034294882,True
uci_credit,10,lr*knn,0.05271136298069912,0.03624365415500863,True
uci_credit,10,lr*rf,0.07214487326657693,0.061898988924453335,True
uci_credit,10,lr*xgb,0.08353539450279368,0.04153027440254764,True
uci_credit,10,gnb*knn,0.08012134521444092,0.10981489449795745,False
uci_credit,10,gnb*rf,0.1120053627972214,0.13547022926740215,False
uci_credit,10,gnb*xgb,0.14235017743667155,0.11510151474549646,True
uci_credit,10,knn*rf,0.03633146179528057,0.025655334769444704,True
uci_credit,10,knn*xgb,0.059542814116131035,0.005286620247539009,True
uci_credit,10,rf*xgb,0.027807028337866413,0.020368714521905695,True
uci_credit,11,lr*gnb,0.09316431847980577,0.06845399335552727,True
uci_credit,11,lr*knn,0.05083985573926689,0.0350785294611029,True
uci_credit,11,lr*rf,0.06804246083310483,0.05957176732983405,True
uci_credit,11,lr*xgb,0.08252171058540991,0.040029785898572756,True
uci_credit,11,gnb*knn,0.0877002453953053,0.10353252281663017,False
uci_credit,11,gnb*rf,0.11563270940509474,0.1280257606853613,False
uci_credit,11,gnb*xgb,0.1432535122388987,0.10848377925410002,True
uci_credit,11,knn*rf,0.035793831339823834,0.024493237868731144,True
uci_credit,11,knn*xgb,0.05423356154646668,0.004951256437469853,True
uci_credit,11,rf*xgb,0.024121414274370423,0.01954198143126129,True
uci_credit,12,lr*gnb,0.07744875475631713,0.049610075231729334,True
uci_credit,12,lr*knn,0.05582776854726773,0.035690092816212826,True
uci_credit,12,lr*rf,0.0698539624038702,0.05942217283907536,True
uci_credit,12,lr*xgb,0.08430175524121042,0.038368673272339726,True
uci_credit,12,gnb*knn,0.077252989750209,0.08530016804794216,False
uci_credit,12,gnb*rf,0.10166900243910448,0.1090322480708047,False
uci_credit,12,gnb*xgb,0.12916321348128557,0.08797874850406906,True
uci_credit,12,knn*rf,0.03649634394415613,0.023732080022862534,True
uci_credit,12,knn*xgb,0.05525780771281111,0.0026785804561269,True
uci_credit,12,rf*xgb,0.025945889937302624,0.021053499566735634,True
uci_credit,13,lr*gnb,0.07104376095544751,0.05634493655046391,True
uci_credit,13,lr*knn,0.05508940182430938,0.03374738996672699,True
uci_credit,13,lr*rf,0.06963349436303468,0.059554277104267084,True
uci_credit,13,lr*xgb,0.08336704139037088,0.039983985987459336,True
uci_credit,13,gnb*knn,0.0692997621081135,0.0900923265171909,False
uci_credit,13,gnb*rf,0.09360190238609267,0.11589921365473099,False
uci_credit,13,gnb*xgb,0.12222725370829968,0.09632892253792324,True
uci_credit,13,knn*rf,0.037772433275867545,0.02580688713754009,True
uci_credit,13,knn*xgb,0.05867247110599498,0.006236596020732343,True
uci_credit,13,rf*xgb,0.025613822159890276,0.019570291116807748,True
uci_credit,14,lr*gnb,0.07060073843471343,0.05589418544581748,True
uci_credit,14,lr*knn,0.05595711385427976,0.03502321485694482,True
uci_credit,14,lr*rf,0.0728750617337619,0.0596805151586044,True
uci_credit,14,lr*xgb,0.08795290483319373,0.03820327571866666,True
uci_credit,14,gnb*knn,0.07028038680824888,0.0909174003027623,False
uci_credit,14,gnb*rf,0.0980913519076898,0.11557470060442188,False
uci_credit,14,gnb*xgb,0.12734743796360126,0.09409746116448414,True
uci_credit,14,knn*rf,0.03849595712916298,0.02465730030165958,True
uci_credit,14,knn*xgb,0.05853124487633994,0.003180060861721845,True
uci_credit,14,rf*xgb,0.027248996090790456,0.021477239439937734,True
uci_credit,15,lr*gnb,0.07068495416432391,0.05160830441245501,True
uci_credit,15,lr*knn,0.05492858219227226,0.034279360125267555,True
uci_credit,15,lr*rf,0.06943729099252804,0.059280516548377404,True
uci_credit,15,lr*xgb,0.082726183405339,0.039651726421851996,True
uci_credit,15,gnb*knn,0.06738223612957128,0.08588766453772256,False
uci_credit,15,gnb*rf,0.09417277499544896,0.11088882096083241,False
uci_credit,15,gnb*xgb,0.11599760986362184,0.091260030834307,True
uci_credit,15,knn*rf,0.03845790073687927,0.02500115642310985,True
uci_credit,15,knn*xgb,0.05691572764954142,0.005372366296584441,True
uci_credit,15,rf*xgb,0.026104490554802684,0.01962879012652541,True
uci_credit,16,lr*gnb,0.06772565280943799,0.05720899883548325,True
uci_credit,16,lr*knn,0.059218714332819,0.03422185949898138,True
uci_credit,16,lr*rf,0.07446557621895422,0.05922569624446772,True
uci_credit,16,lr*xgb,0.08470073181478055,0.03766961433686289,True
uci_credit,16,gnb*knn,0.06388385890251036,0.09143085833446463,False
uci_credit,16,gnb*rf,0.09184936800847832,0.11643469507995097,False
uci_credit,16,gnb*xgb,0.12141236073608852,0.09487861317234614,True
uci_credit,16,knn*rf,0.038515130567588596,0.02500383674548634,True
uci_credit,16,knn*xgb,0.05800902990638092,0.0034477548378815115,True
uci_credit,16,rf*xgb,0.026609440103401827,0.02155608190760483,True
uci_credit,17,lr*gnb,0.0766661606824447,0.05635271790536733,True
uci_credit,17,lr*knn,0.05305639040588092,0.03518817789932294,True
uci_credit,17,lr*rf,0.0687093607708773,0.057761162000265154,True
uci_credit,17,lr*xgb,0.08644297746460472,0.039738679039060365,True
uci_credit,17,gnb*knn,0.07409454294014228,0.09154089580469027,False
uci_credit,17,gnb*rf,0.10095075748562543,0.11411387990563249,False
uci_credit,17,gnb*xgb,0.1298993609290644,0.0960913969444277,True
uci_credit,17,knn*rf,0.036543317422589094,0.022572984100942217,True
uci_credit,17,knn*xgb,0.05948340310060855,0.004550501139737428,True
uci_credit,17,rf*xgb,0.027994629356487,0.01802248296120479,True
uci_credit,18,lr*gnb,0.07926128616745959,0.06668991588133333,True
uci_credit,18,lr*knn,0.05399555455935229,0.03280607128567081,True
uci_credit,18,lr*rf,0.07081274567255758,0.05835254391610534,True
uci_credit,18,lr*xgb,0.08492430996223987,0.03962528468447957,True
uci_credit,18,gnb*knn,0.07548487938019277,0.09949598716700414,False
uci_credit,18,gnb*rf,0.10378940940140224,0.12504245979743867,False
uci_credit,18,gnb*xgb,0.13412406428194235,0.1063152005658129,True
uci_credit,18,knn*rf,0.03770988304333511,0.025546472630434525,True
uci_credit,18,knn*xgb,0.057443852085254835,0.0068192133988087544,True
uci_credit,18,rf*xgb,0.02536208259806383,0.01872725923162577,True
uci_credit,19,lr*gnb,0.07608608320075644,0.05618057453902414,True
uci_credit,19,lr*knn,0.05937849550514984,0.03444825751151337,True
uci_credit,19,lr*rf,0.07373272212541238,0.0609648813724466,True
uci_credit,19,lr*xgb,0.08449987564834505,0.03960664057208352,True
uci_credit,19,gnb*knn,0.07366257678218102,0.09062883205053751,False
uci_credit,19,gnb*rf,0.10309549835176468,0.11714545591147074,False
uci_credit,19,gnb*xgb,0.13213954912643766,0.09578721511110766,True
uci_credit,19,knn*rf,0.04087880104068331,0.02651662386093323,True
uci_credit,19,knn*xgb,0.06097518582740555,0.005158383060570149,True
uci_credit,19,rf*xgb,0.02551851894463919,0.021358240800363082,True
uci_credit,20,lr*gnb,0.07897036796835216,0.06290457859831233,True
uci_credit,20,lr*knn,0.055673510734695786,0.034748969878301006,True
uci_credit,20,lr*rf,0.06874645242301358,0.05887899406298458,True
uci_credit,20,lr*xgb,0.07958464022900213,0.03890953368183092,True
uci_credit,20,gnb*knn,0.0784094571254701,0.09765354847661334,False
uci_credit,20,gnb*rf,0.10601681323850509,0.12178357266129691,False
uci_credit,20,gnb*xgb,0.13033167565433867,0.10181411228014325,True
uci_credit,20,knn*rf,0.03726976792095571,0.024130024184683574,True
uci_credit,20,knn*xgb,0.05597152653411845,0.004160563803529915,True
uci_credit,20,rf*xgb,0.02468886738117515,0.01996946038115366,True
uci_credit,21,lr*gnb,0.08259066251967734,0.059582242220873716,True
uci_credit,21,lr*knn,0.05522047121007645,0.034599285552129766,True
uci_credit,21,lr*rf,0.07244432660694,0.06009463872554721,True
uci_credit,21,lr*xgb,0.08541205141024522,0.03965853075310555,True
uci_credit,21,gnb*knn,0.07958537325526027,0.09418152777300348,False
uci_credit,21,gnb*rf,0.10576155153595079,0.11967688094642093,False
uci_credit,21,gnb*xgb,0.12588912933975582,0.09924077297397926,True
uci_credit,21,knn*rf,0.038029721010499395,0.025495353173417445,True
uci_credit,21,knn*xgb,0.05740775850064059,0.0050592452009757816,True
uci_credit,21,rf*xgb,0.025080695900851158,0.020436107972441664,True
uci_credit,22,lr*gnb,0.08909056464178744,0.07231576749310242,True
uci_credit,22,lr*knn,0.056147425135937346,0.034267144439295016,True
uci_credit,22,lr*rf,0.07425846246014955,0.062421058290810016,True
uci_credit,22,lr*xgb,0.08407467626882625,0.04254435688280345,True
uci_credit,22,gnb*knn,0.08462670945048978,0.10658291193239744,False
uci_credit,22,gnb*rf,0.11009396635394042,0.13473682578391244,False
uci_credit,22,gnb*xgb,0.13941799885548345,0.11486012437590587,True
uci_credit,22,knn*rf,0.039353393933769354,0.028153913851515,True
uci_credit,22,knn*xgb,0.05943448660130782,0.00827721244350843,True
uci_credit,22,rf*xgb,0.025249480587041795,0.01987670140800657,True
uci_credit,23,lr*gnb,0.08359691339851072,0.06297940683136083,True
uci_credit,23,lr*knn,0.061756686231745295,0.03806697215781418,True
uci_credit,23,lr*rf,0.07531196705049925,0.06264298596880047,True
uci_credit,23,lr*xgb,0.09128574372872778,0.04569622571853693,True
uci_credit,23,gnb*knn,0.08157743184745603,0.10104637898917501,False
uci_credit,23,gnb*rf,0.10582210586991248,0.1256223928001613,False
uci_credit,23,gnb*xgb,0.13513585695733044,0.10867563254989776,True
uci_credit,23,knn*rf,0.03693647181987947,0.024576013810986286,True
uci_credit,23,knn*xgb,0.06032995660953644,0.0076292535607227485,True
uci_credit,23,rf*xgb,0.027632788667289798,0.016946760250263537,True
uci_credit,24,lr*gnb,0.07165590102326524,0.040917761488100224,True
uci_credit,24,lr*knn,0.054531065501871895,0.035507749506258346,True
uci_credit,24,lr*rf,0.07011327502220488,0.05952981216623887,True
uci_credit,24,lr*xgb,0.08330224909268513,0.03710478269298312,True
uci_credit,24,gnb*knn,0.07080759150762539,0.07642551099435857,False
uci_credit,24,gnb*rf,0.09404297838423148,0.1004475736543391,False
uci_credit,24,gnb*xgb,0.11599901564107395,0.07802254418108334,True
uci_credit,24,knn*rf,0.03777372890210717,0.024022062659980525,True
uci_credit,24,knn*xgb,0.05613031954361544,0.0015970331867247722,True
uci_credit,24,rf*xgb,0.027241730648804197,0.022425029473255753,True
uci_credit,25,lr*gnb,0.07978519604832218,0.06657683564998018,True
uci_credit,25,lr*knn,0.05633526215950066,0.03654863046632728,True
uci_credit,25,lr*rf,0.07363183841380305,0.06124386608356891,True
uci_credit,25,lr*xgb,0.08713899583794915,0.04261305848118557,True
uci_credit,25,gnb*knn,0.08458758367771346,0.10312546611630746,False
uci_credit,25,gnb*rf,0.1119989072741977,0.1278207017335491,False
uci_credit,25,gnb*xgb,0.13785460668358074,0.10918989413116575,True
uci_credit,25,knn*rf,0.035332076644308597,0.02469523561724163,True
uci_credit,25,knn*xgb,0.05692210598431224,0.006064428014858292,True
uci_credit,25,rf*xgb,0.02503766721220524,0.018630807602383337,True
uci_credit,26,lr*gnb,0.07407116723009721,0.062284450402847025,True
uci_credit,26,lr*knn,0.05945791567644815,0.03630959685096802,True
uci_credit,26,lr*rf,0.07559525408820855,0.06122789919373306,True
uci_credit,26,lr*xgb,0.08896543321195316,0.03966832010134491,True
uci_credit,26,gnb*knn,0.07447279895996428,0.09859404725381504,False
uci_credit,26,gnb*rf,0.10244415577095034,0.12351234959658008,False
uci_credit,26,gnb*xgb,0.13840249035300134,0.10195277050419194,True
uci_credit,26,knn*rf,0.03654785211408562,0.024918302342765042,True
uci_credit,26,knn*xgb,0.05528901016568015,0.003358723250376894,True
uci_credit,26,rf*xgb,0.025929463112981388,0.021559579092388148,True
uci_credit,27,lr*gnb,0.08090727375221263,0.05996506705459126,True
uci_credit,27,lr*knn,0.05689335730788367,0.03502479719107232,True
uci_credit,27,lr*rf,0.07417828467060439,0.06122954608680797,True
uci_credit,27,lr*xgb,0.08877893945570925,0.04050557810357547,True
uci_credit,27,gnb*knn,0.07837211485128592,0.09498986424566358,False
uci_credit,27,gnb*rf,0.10687146069721276,0.12119461314139923,False
uci_credit,27,gnb*xgb,0.1328643403822024,0.10047064515816673,True
uci_credit,27,knn*rf,0.0380911493318854,0.026204748895735652,True
uci_credit,27,knn*xgb,0.05940169759632451,0.005480780912503147,True
uci_credit,27,rf*xgb,0.026238831516953276,0.020723967983232505,True
uci_credit,28,lr*gnb,0.07907848580583499,0.04968116086981256,True
uci_credit,28,lr*knn,0.05550532974368694,0.03507429953890395,True
uci_credit,28,lr*rf,0.07319660890212776,0.061344829745509366,True
uci_credit,28,lr*xgb,0.0873054681110581,0.04243227715468645,True
uci_credit,28,gnb*knn,0.07528822582671957,0.08475546040871651,False
uci_credit,28,gnb*rf,0.10050266168016064,0.11102599061532192,False
uci_credit,28,gnb*xgb,0.12444729753396289,0.092113438024499,True
uci_credit,28,knn*rf,0.03844583310532368,0.026270530206605414,True
uci_credit,28,knn*xgb,0.06044470517205455,0.007357977615782496,True
uci_credit,28,rf*xgb,0.026223525700816097,0.018912552590822918,True
uci_credit,29,lr*gnb,0.08337779392389988,0.06728271726982837,True
uci_credit,29,lr*knn,0.05210651533221672,0.03414640556164228,True
uci_credit,29,lr*rf,0.068170532348382,0.0593285603616206,True
uci_credit,29,lr*xgb,0.08485360619817439,0.04073994626754174,True
uci_credit,29,gnb*knn,0.08811279673414152,0.10142912283147065,False
uci_credit,29,gnb*rf,0.11237954816229268,0.12661127763144897,False
uci_credit,29,gnb*xgb,0.13721874733349249,0.10802266353737011,True
uci_credit,29,knn*rf,0.035068169482564304,0.025182154799978318,True
uci_credit,29,knn*xgb,0.05548785086158477,0.006593540705899459,True
uci_credit,29,rf*xgb,0.026007824319480122,0.01858861409407886,True
