subsample,colsample_bytree,colsample_bylevel,learning_rate,max_depth,gamma,n_estimators,Accuracy_Mean,Precision_Mean,Recall_Mean,Specificity_Mean,RocAuc_Mean,LogLoss_Mean,Leaves_Mean,Time_MeanFold
0.05,1.0,0.05,0.3,18.0,5.0,700,0.8521949732329818,0.8227928858533202,0.7388785046728972,0.9136428923188475,0.9050802017619365,0.3606393873691559,1154.4,0.24276942498981952
1.0,1.0,0.05,0.3,18.0,5.0,50,0.8674420040738896,0.8669014859666753,0.73607476635514,0.9386780811471584,0.9240946026669722,0.3227559983730316,486.8,0.042650058632716537
0.05,0.05,1.0,0.3,18.0,5.0,700,0.84384812000399,0.8155590992274826,0.7186915887850467,0.9117165318424876,0.8938660165604215,0.3802341818809509,1067.2,0.23138269979972392
1.0,0.05,1.0,0.3,18.0,5.0,50,0.8438485302430386,0.8711310063418397,0.6525233644859814,0.947598096080265,0.899468531939125,0.3881935656070709,288.6,0.03875980018638074
0.05,1.0,1.0,0.3,18.0,5.0,50,0.8531147723626702,0.826796798055281,0.736822429906542,0.9161758717355013,0.9052747220850801,0.36070916056632996,344.2,0.04691406681668013
1.0,1.0,1.0,0.3,18.0,5.0,700,0.8707282779503419,0.8651525758025584,0.7491588785046728,0.9366513278807981,0.9292135635998438,0.3102919101715088,1582.0,0.1909519502427429
0.05,0.525,0.525,0.155,10.5,2.525,375,0.8570585514761481,0.8242815968375107,0.7545794392523366,0.9126301319073962,0.9133902599350433,0.3514449119567871,2683.2,0.32655725001823155
1.0,0.525,0.525,0.155,10.5,2.525,375,0.876642759086471,0.8750121686999067,0.7573831775700934,0.9413135587780529,0.9314393234419093,0.30528932213783266,2663.0,0.158292608615011
0.525,0.05,0.525,0.155,10.5,2.525,375,0.8539037700104892,0.8398573168063799,0.7224299065420561,0.9251981794756056,0.9046334283385026,0.35880582332611083,1651.2,0.23791664177551866
0.525,1.0,0.525,0.155,10.5,2.525,375,0.8779574888706463,0.865652066793074,0.7730841121495327,0.9348270548041931,0.933207560222824,0.29965750575065614,4232.2,0.2835831329924986
0.525,0.525,0.05,0.155,10.5,2.525,375,0.8752627149274762,0.8692876309823472,0.7594392523364486,0.9380697162452993,0.9294102386593641,0.30754444003105164,2260.4,0.2347309332108125
0.525,0.525,1.0,0.155,10.5,2.525,375,0.879009039509475,0.8701286617063232,0.7710280373831775,0.9375638495576812,0.9341900795049369,0.29630927443504335,4218.8,0.28601139998063446
0.525,0.525,0.525,0.01,10.5,2.525,375,0.8714509032384271,0.8911444967059324,0.722803738317757,0.9520571278624141,0.9302157400911509,0.33154659867286684,17123.0,0.6259413583902642
0.525,0.525,0.525,0.3,10.5,2.525,375,0.8771688582788183,0.8623188110513658,0.774392523364486,0.9329012078459404,0.928645500966837,0.310379695892334,2402.6,0.2330706831999123
0.525,0.525,0.525,0.155,3.0,2.525,375,0.8748685399764998,0.8716470433021639,0.7553271028037384,0.9396918172430138,0.92932570983548,0.30615934133529665,1853.2,0.19913879183586686
0.525,0.525,0.525,0.155,18.0,2.525,375,0.8786802437079044,0.8723513447524625,0.7672897196261682,0.939083606396587,0.9319583391686029,0.3006086528301239,3309.2,0.27608694999944416
0.525,0.525,0.525,0.155,10.5,0.05,375,0.8772342806112821,0.8667774404435906,0.769158878504673,0.9358404314373733,0.9304127809243401,0.3560857832431793,33447.0,0.670530783617869
0.525,0.525,0.525,0.155,10.5,5.0,375,0.8724366644888011,0.8684427041702734,0.7510280373831776,0.9382726586013513,0.9285876415858809,0.30978073477745055,1284.4,0.1706028333865106
0.525,0.525,0.525,0.155,10.5,2.525,50,0.8734226416544638,0.8716192076781596,0.7506542056074765,0.9399957686107948,0.9289244479381592,0.3122823596000671,1696.0,0.08077726662158966
0.525,0.525,0.525,0.155,10.5,2.525,700,0.8797974110029567,0.8710742423313812,0.7725233644859812,0.9379686045299487,0.9334731797195266,0.2973231911659241,3934.4,0.39507966679520906
0.525,0.525,0.525,0.155,10.5,2.525,375,0.8794031712773936,0.8716727581505396,0.7704672897196262,0.9384755496055923,0.9327289090830444,0.29890039563179016,3134.8,0.2618866252480075
0.525,0.525,0.525,0.155,10.5,2.525,375,0.8794031712773936,0.8716727581505396,0.7704672897196262,0.9384755496055923,0.9327289090830444,0.29890039563179016,3134.8,0.26103099137544633
0.525,0.525,0.525,0.155,10.5,2.525,375,0.8794031712773936,0.8716727581505396,0.7704672897196262,0.9384755496055923,0.9327289090830444,0.29890039563179016,3134.8,0.26077373342122884
0.525,0.525,0.525,0.155,10.5,2.525,375,0.8794031712773936,0.8716727581505396,0.7704672897196262,0.9384755496055923,0.9327289090830444,0.29890039563179016,3134.8,0.2590545754181221
0.525,0.525,0.525,0.155,10.5,2.525,375,0.8794031712773936,0.8716727581505396,0.7704672897196262,0.9384755496055923,0.9327289090830444,0.29890039563179016,3134.8,0.26015862519852817
0.525,0.525,0.525,0.155,10.5,2.525,375,0.8794031712773936,0.8716727581505396,0.7704672897196262,0.9384755496055923,0.9327289090830444,0.29890039563179016,3134.8,0.2599298831773922
0.525,0.525,0.525,0.155,10.5,2.525,375,0.8794031712773936,0.8716727581505396,0.7704672897196262,0.9384755496055923,0.9327289090830444,0.29890039563179016,3134.8,0.25889677479863166
0.525,0.525,0.525,0.155,10.5,2.525,375,0.8794031712773936,0.8716727581505396,0.7704672897196262,0.9384755496055923,0.9327289090830444,0.29890039563179016,3134.8,0.25975982476957143
0.525,0.525,0.525,0.155,10.5,2.525,375,0.8794031712773936,0.8716727581505396,0.7704672897196262,0.9384755496055923,0.9327289090830444,0.29890039563179016,3134.8,0.2611995167797431
